"Country","Airline","Country of Origin","Main Airports in country"
"France","Korean Air","South Korea","France: Paris Charles de Gaulle Airport (CDG)"
"Germany","Korean Air","South Korea","Germany: Frankfurt Airport (FRA)"
"Guam","Korean Air","South Korea","Guam: Antonio B. Won Pat International Airport (GUM)"
"Hong Kong","Korean Air","South Korea","Hong Kong: Hong Kong International Airport (HKG)"
"Hungary","Korean Air","South Korea","Hungary: Budapest Ferenc Liszt International Airport (BUD)"
"India","Korean Air","South Korea","India: Indira Gandhi International Airport (DEL)"
"Indonesia","Korean Air","South Korea","Indonesia: Soekarno–Hatta International Airport (CGK)"
"Ireland","Korean Air","South Korea","Ireland: Dublin Airport (DUB)"
"Israel","Korean Air","South Korea","Israel: Ben Gurion Airport (TLV)"
"Italy","Korean Air","South Korea","Italy: Leonardo da Vinci–Fiumicino Airport (FCO)"
"Japan","Korean Air","South Korea","Japan: Tokyo Haneda Airport (HND)"
"Kazakhstan","Korean Air","South Korea","Kazakhstan: Almaty International Airport (ALA)"
"Macao","Korean Air","South Korea","Macao: Macau International Airport (MFM)"
"Malaysia","Korean Air","South Korea","Malaysia: Kuala Lumpur International Airport (KUL)"
"Maldives","Korean Air","South Korea","Maldives: Velana International Airport (MLE)"
"Marshall Islands","Korean Air","South Korea","Marshall Islands: Marshall Islands International Airport (MAJ)"
"Micronesia","Korean Air","South Korea","Micronesia: Pohnpei International Airport (PNI)"
"Mongolia","Korean Air","South Korea","Mongolia: Chinggis Khaan International Airport (UBN)"
"Nepal","Korean Air","South Korea","Nepal: Tribhuvan International Airport (KTM)"
"Netherlands","Korean Air","South Korea","Netherlands: Amsterdam Airport Schiphol (AMS)"
"New Zealand","Korean Air","South Korea","New Zealand: Auckland Airport (AKL)"
"Northern Mariana Islands","Korean Air","South Korea","Northern Mariana Islands: Saipan International Airport (SPN)"
"Palau","Korean Air","South Korea","Palau: Palau International Airport (ROR)"
"Philippines","Korean Air","South Korea","Philippines: Ninoy Aquino International Airport (MNL)"
"Russia","Korean Air","South Korea","Russia: Sheremetyevo International Airport (SVO)"
"Singapore","Korean Air","South Korea","Singapore: Singapore Changi Airport (SIN)"
"South Korea","Korean Air","South Korea","South Korea: Incheon International Airport (ICN)"
"Spain","Korean Air","South Korea","Spain: Adolfo Suárez Madrid–Barajas Airport (MAD)"
"Sri Lanka","Korean Air","South Korea","Sri Lanka: Bandaranaike International Airport (CMB)"
"Sweden","Korean Air","South Korea","Sweden: Stockholm Arlanda Airport (ARN)"
"Taiwan","Korean Air","South Korea","Taiwan: Taiwan Taoyuan International Airport (TPE)"
"Thailand","Korean Air","South Korea","Thailand: Suvarnabhumi Airport (BKK)"
"United Arab Emirates","Korean Air","South Korea","United Arab Emirates: Dubai International Airport (DXB)"
"United Kingdom","Korean Air","South Korea","United Kingdom: London Heathrow Airport (LHR)"
"United States","Korean Air","South Korea","United States: Hartsfield–Jackson Atlanta International Airport (ATL)"
"Uzbekistan","Korean Air","South Korea","Uzbekistan: Tashkent International Airport (TAS)"
"Vietnam","Korean Air","South Korea","Vietnam: Noi Bai International Airport (HAN)"
"Andorra","Iberia","Spain","Andorra: Andorra–La Seu d'Urgell Airport (LEU)"
"Angola","Iberia","Spain","Angola: Quatro de Fevereiro Airport (LAD)"
"Antigua and Barbuda","Iberia","Spain","Antigua and Barbuda: V. C. Bird International Airport (ANU)"
"Argentina","Iberia","Spain","Argentina: Ministro Pistarini International Airport (EZE)"
"Aruba","Iberia","Spain","Aruba: Queen Beatrix International Airport (AUA)"
"Bolivia","Iberia","Spain","Bolivia: El Alto International Airport (LPB)"
"Bosnia and Herzegovina","Iberia","Spain","Bosnia and Herzegovina: Sarajevo International Airport (SJJ)"
"Brazil","Iberia","Spain","Brazil: São Paulo/Guarulhos International Airport (GRU)"
"British Virgin Islands","Iberia","Spain","British Virgin Islands: Terrance B. Lettsome International Airport (EIS)"
"Bulgaria","Iberia","Spain","Bulgaria: Sofia Airport (SOF)"
"Canada","Iberia","Spain","Canada: Toronto Pearson International Airport (YYZ)"
"Cape Verde","Iberia","Spain","Cape Verde: Nelson Mandela International Airport (RAI)"
"Chile","Iberia","Spain","Chile: Arturo Merino Benítez International Airport (SCL)"
"Colombia","Iberia","Spain","Colombia: El Dorado International Airport (BOG)"
"Costa Rica","Iberia","Spain","Costa Rica: Juan Santamaría International Airport (SJO)"
"Croatia","Iberia","Spain","Croatia: Zagreb Airport (ZAG)"
"Cuba","Iberia","Spain","Cuba: José Martí International Airport (HAV)"
"Curaçao","Iberia","Spain","Curaçao: Curaçao International Airport (CUR)"
"Dominican Republic","Iberia","Spain","Dominican Republic: Las Américas International Airport (SDQ)"
"Ecuador","Iberia","Spain","Ecuador: Mariscal Sucre International Airport (UIO)"
"El Salvador","Iberia","Spain","El Salvador: El Salvador International Airport (SAL)"
"Equatorial Guinea","Iberia","Spain","Equatorial Guinea: Malabo International Airport (SSG)"
"France","Iberia","Spain","France: Paris Charles de Gaulle Airport (CDG)"
"French Guiana","Iberia","Spain","French Guiana: Cayenne-Félix Eboué Airport (CAY)"
"Germany","Iberia","Spain","Germany: Frankfurt Airport (FRA)"
"Ghana","Iberia","Spain","Ghana: Kotoka International Airport (ACC)"
"Guatemala","Iberia","Spain","Guatemala: La Aurora International Airport (GUA)"
"Honduras","Iberia","Spain","Honduras: Toncontín International Airport (TGU)"
"Ireland","Iberia","Spain","Ireland: Dublin Airport (DUB)"
"Israel","Iberia","Spain","Israel: Ben Gurion Airport (TLV)"
"Italy","Iberia","Spain","Italy: Leonardo da Vinci–Fiumicino Airport (FCO)"
"Jamaica","Iberia","Spain","Jamaica: Norman Manley International Airport (KIN)"
"Mexico","Iberia","Spain","Mexico: Mexico City International Airport (MEX)"
"Monaco","Iberia","Spain","Monaco: Nice Côte d'Azur Airport (NCE)"
"Morocco","Iberia","Spain","Morocco: Mohammed V International Airport (CMN)"
"Nicaragua","Iberia","Spain","Nicaragua: Augusto C. Sandino International Airport (MGA)"
"Panama","Iberia","Spain","Panama: Tocumen International Airport (PTY)"
"Paraguay","Iberia","Spain","Paraguay: Silvio Pettirossi International Airport (ASU)"
"Peru","Iberia","Spain","Peru: Jorge Chávez International Airport (LIM)"
"Portugal","Iberia","Spain","Portugal: Lisbon Portela Airport (LIS)"
"Puerto Rico","Iberia","Spain","Puerto Rico: Luis Muñoz Marín International Airport (SJU)"
"Romania","Iberia","Spain","Romania: Henri Coandă International Airport (OTP)"
"Saint Kitts and Nevis","Iberia","Spain","Saint Kitts and Nevis: Robert L. Bradshaw International Airport (SKB)"
"Saint Lucia","Iberia","Spain","Saint Lucia: Hewanorra International Airport (UVF)"
"Saint Vincent and the Grenadines","Iberia","Spain","Saint Vincent and the Grenadines: Argyle International Airport (SVD)"
"Senegal","Iberia","Spain","Senegal: Blaise Diagne International Airport (DSS)"
"Spain","Iberia","Spain","Spain: Adolfo Suárez Madrid–Barajas Airport (MAD)"
"Suriname","Iberia","Spain","Suriname: Johan Pengel International Airport (PBM)"
"Sweden","Iberia","Spain","Sweden: Stockholm Arlanda Airport (ARN)"
"Switzerland","Iberia","Spain","Switzerland: Zurich Airport (ZRH)"
"Trinidad and Tobago","Iberia","Spain","Trinidad and Tobago: Piarco International Airport (POS)"
"Tunisia","Iberia","Spain","Tunisia: Tunis–Carthage International Airport (TUN)"
"Turkey","Iberia","Spain","Turkey: Istanbul Airport (IST)"
"United Kingdom","Iberia","Spain","United Kingdom: London Heathrow Airport (LHR)"
"United States","Iberia","Spain","United States: Hartsfield–Jackson Atlanta International Airport (ATL)"
"Uruguay","Iberia","Spain","Uruguay: Carrasco International Airport (MVD)"
"Venezuela","Iberia","Spain","Venezuela: Simón Bolívar International Airport (CCS)"
"(Note: Integrated with Norwegian Air Shuttle network; see Norway entry for full list","Norwegian Air Sweden","Sweden",""
"primarily European focus with 34 countries including Albania","Norwegian Air Sweden","Sweden",""
"Austria","Norwegian Air Sweden","Sweden",""
"Bulgaria","Norwegian Air Sweden","Sweden",""
"Croatia","Norwegian Air Sweden","Sweden",""
"Cyprus","Norwegian Air Sweden","Sweden",""
"Czech Republic","Norwegian Air Sweden","Sweden",""
"Denmark","Norwegian Air Sweden","Sweden",""
"Estonia","Norwegian Air Sweden","Sweden",""
"Finland","Norwegian Air Sweden","Sweden",""
"France","Norwegian Air Sweden","Sweden",""
"Germany","Norwegian Air Sweden","Sweden",""
"Greece","Norwegian Air Sweden","Sweden",""
"Hungary","Norwegian Air Sweden","Sweden",""
"Ireland","Norwegian Air Sweden","Sweden",""
"Israel","Norwegian Air Sweden","Sweden",""
"Italy","Norwegian Air Sweden","Sweden",""
"Latvia","Norwegian Air Sweden","Sweden",""
"Malta","Norwegian Air Sweden","Sweden",""
"Montenegro","Norwegian Air Sweden","Sweden",""
"Morocco","Norwegian Air Sweden","Sweden",""
"North Macedonia","Norwegian Air Sweden","Sweden",""
"Poland","Norwegian Air Sweden","Sweden",""
"Portugal","Norwegian Air Sweden","Sweden",""
"Romania","Norwegian Air Sweden","Sweden",""
"Spain","Norwegian Air Sweden","Sweden",""
"Sweden","Norwegian Air Sweden","Sweden",""
"Switzerland","Norwegian Air Sweden","Sweden",""
"Thailand","Norwegian Air Sweden","Sweden",""
"Turkey","Norwegian Air Sweden","Sweden",""
"United Kingdom","Norwegian Air Sweden","Sweden",""
"United States)","Norwegian Air Sweden","Sweden",""
"Albania","Swiss","Switzerland","Albania: Tirana International Airport (TIA)"
"Armenia","Swiss","Switzerland","Armenia: Zvartnots International Airport (EVN)"
"Australia","Swiss","Switzerland","Australia: Sydney Kingsford Smith Airport (SYD)"
"Austria","Swiss","Switzerland","Austria: Vienna International Airport (VIE)"
"Azerbaijan","Swiss","Switzerland","Azerbaijan: Heydar Aliyev International Airport (GYD)"
"Bahrain","Swiss","Switzerland","Bahrain: Bahrain International Airport (BAH)"
"Bosnia and Herzegovina","Swiss","Switzerland","Bosnia and Herzegovina: Sarajevo International Airport (SJJ)"
"Brazil","Swiss","Switzerland","Brazil: São Paulo/Guarulhos International Airport (GRU)"
"Bulgaria","Swiss","Switzerland","Bulgaria: Sofia Airport (SOF)"
"Canada","Swiss","Switzerland","Canada: Toronto Pearson International Airport (YYZ)"
"China","Swiss","Switzerland","China: Beijing Capital International Airport (PEK)"
"Croatia","Swiss","Switzerland","Croatia: Zagreb Airport (ZAG)"
"Cyprus","Swiss","Switzerland","Cyprus: Larnaca International Airport (LCA)"
"Czech Republic","Swiss","Switzerland","Czech Republic: Václav Havel Airport Prague (PRG)"
"Denmark","Swiss","Switzerland","Denmark: Copenhagen Airport (CPH)"
"Egypt","Swiss","Switzerland","Egypt: Cairo International Airport (CAI)"
"Estonia","Swiss","Switzerland","Estonia: Tallinn Airport (TLL)"
"Finland","Swiss","Switzerland","Finland: Helsinki-Vantaa Airport (HEL)"
"France","Swiss","Switzerland","France: Paris Charles de Gaulle Airport (CDG)"
"Georgia","Swiss","Switzerland","Georgia: Tbilisi International Airport (TBS)"
"Germany","Swiss","Switzerland","Germany: Frankfurt Airport (FRA)"
"Greece","Swiss","Switzerland","Greece: Athens International Airport (ATH)"
"Hong Kong","Swiss","Switzerland","Hong Kong: Hong Kong International Airport (HKG)"
"Hungary","Swiss","Switzerland","Hungary: Budapest Ferenc Liszt International Airport (BUD)"
"Iceland","Swiss","Switzerland","Iceland: Keflavík International Airport (KEF)"
"India","Swiss","Switzerland","India: Indira Gandhi International Airport (DEL)"
"Indonesia","Swiss","Switzerland","Indonesia: Soekarno–Hatta International Airport (CGK)"
"Iran","Swiss","Switzerland","Iran: Imam Khomeini International Airport (IKA)"
"Ireland","Swiss","Switzerland","Ireland: Dublin Airport (DUB)"
"Israel","Swiss","Switzerland","Israel: Ben Gurion Airport (TLV)"
"Italy","Swiss","Switzerland","Italy: Leonardo da Vinci–Fiumicino Airport (FCO)"
"Japan","Swiss","Switzerland","Japan: Tokyo Haneda Airport (HND)"
"Jordan","Swiss","Switzerland","Jordan: Queen Alia International Airport (AMM)"
"Kazakhstan","Swiss","Switzerland","Kazakhstan: Almaty International Airport (ALA)"
"Kenya","Swiss","Switzerland","Kenya: Jomo Kenyatta International Airport (NBO)"
"Kuwait","Swiss","Switzerland","Kuwait: Kuwait International Airport (KWI)"
"Latvia","Swiss","Switzerland","Latvia: Riga International Airport (RIX)"
"Lebanon","Swiss","Switzerland","Lebanon: Beirut–Rafic Hariri International Airport (BEY)"
"Lithuania","Swiss","Switzerland","Lithuania: Vilnius International Airport (VNO)"
"Luxembourg","Swiss","Switzerland","Luxembourg: Luxembourg Airport (LUX)"
"Malta","Swiss","Switzerland","Malta: Malta International Airport (MLA)"
"Mauritius","Swiss","Switzerland","Mauritius: Sir Seewoosagur Ramgoolam International Airport (MRU)"
"Mexico","Swiss","Switzerland","Mexico: Mexico City International Airport (MEX)"
"Moldova","Swiss","Switzerland","Moldova: Chișinău International Airport (KIV)"
"Montenegro","Swiss","Switzerland","Montenegro: Podgorica Airport (TGD)"
"Morocco","Swiss","Switzerland","Morocco: Mohammed V International Airport (CMN)"
"Netherlands","Swiss","Switzerland","Netherlands: Amsterdam Airport Schiphol (AMS)"
"Nigeria","Swiss","Switzerland","Nigeria: Murtala Muhammed International Airport (LOS)"
"North Macedonia","Swiss","Switzerland","North Macedonia: Skopje International Airport (SKP)"
"Norway","Swiss","Switzerland","Norway: Oslo Airport"
"Oman","Swiss","Switzerland","Oman: Muscat International Airport (MCT)"
"Poland","Swiss","Switzerland","Poland: Warsaw Chopin Airport (WAW)"
"Portugal","Swiss","Switzerland","Portugal: Lisbon Portela Airport (LIS)"
"Qatar","Swiss","Switzerland","Qatar: Hamad International Airport (DOH)"
"Romania","Swiss","Switzerland","Romania: Henri Coandă International Airport (OTP)"
"Russia","Swiss","Switzerland","Russia: Sheremetyevo International Airport (SVO)"
"Serbia","Swiss","Switzerland","Serbia: Belgrade Nikola Tesla Airport (BEG)"
"Singapore","Swiss","Switzerland","Singapore: Singapore Changi Airport (SIN)"
"Slovakia","Swiss","Switzerland","Slovakia: Bratislava Airport (BTS)"
"Slovenia","Swiss","Switzerland","Slovenia: Ljubljana Jože Pučnik Airport (LJU)"
"South Africa","Swiss","Switzerland","South Africa: O. R. Tambo International Airport (JNB)"
"South Korea","Swiss","Switzerland","South Korea: Incheon International Airport (ICN)"
"Spain","Swiss","Switzerland","Spain: Adolfo Suárez Madrid–Barajas Airport (MAD)"
"Sri Lanka","Swiss","Switzerland","Sri Lanka: Bandaranaike International Airport (CMB)"
"Sweden","Swiss","Switzerland","Sweden: Stockholm Arlanda Airport (ARN)"
"Switzerland","Swiss","Switzerland","Switzerland: Zurich Airport (ZRH)"
"Taiwan","Swiss","Switzerland","Taiwan: Taiwan Taoyuan International Airport (TPE)"
"Thailand","Swiss","Switzerland","Thailand: Suvarnabhumi Airport (BKK)"
"Tunisia","Swiss","Switzerland","Tunisia: Tunis–Carthage International Airport (TUN)"
"Turkey","Swiss","Switzerland","Turkey: Istanbul Airport (IST)"
"Ukraine","Swiss","Switzerland","Ukraine: Boryspil International Airport (KBP)"
"United Arab Emirates","Swiss","Switzerland","United Arab Emirates: Dubai International Airport (DXB)"
"United Kingdom","Swiss","Switzerland","United Kingdom: London Heathrow Airport (LHR)"
"United States","Swiss","Switzerland","United States: Hartsfield–Jackson Atlanta International Airport (ATL)"
"Uzbekistan","Swiss","Switzerland","Uzbekistan: Tashkent International Airport (TAS)"
"Afghanistan","Turkish Airlines","Turkey","Afghanistan: Kabul Hamid Karzai International Airport (KBL)"
"Algeria","Turkish Airlines","Turkey","Algeria: Houari Boumediene Airport (ALG)"
"Angola","Turkish Airlines","Turkey","Angola: Quatro de Fevereiro Airport (LAD)"
"Argentina","Turkish Airlines","Turkey","Argentina: Ministro Pistarini International Airport (EZE)"
"Australia","Turkish Airlines","Turkey","Australia: Sydney Kingsford Smith Airport (SYD)"
"Austria","Turkish Airlines","Turkey","Austria: Vienna International Airport (VIE)"
"Azerbaijan","Turkish Airlines","Turkey","Azerbaijan: Heydar Aliyev International Airport (GYD)"
"Bahrain","Turkish Airlines","Turkey","Bahrain: Bahrain International Airport (BAH)"
"Bangladesh","Turkish Airlines","Turkey","Bangladesh: Shahjalal International Airport (DAC)"
"Belarus","Turkish Airlines","Turkey","Belarus: Minsk National Airport (MSQ)"
"Belgium","Turkish Airlines","Turkey","Belgium: Brussels Airport (BRU)"
"Benin","Turkish Airlines","Turkey","Benin: Cadjehoun Airport (COO)"
"Bosnia and Herzegovina","Turkish Airlines","Turkey","Bosnia and Herzegovina: Sarajevo International Airport (SJJ)"
"Brazil","Turkish Airlines","Turkey","Brazil: São Paulo/Guarulhos International Airport (GRU)"
"Bulgaria","Turkish Airlines","Turkey","Bulgaria: Sofia Airport (SOF)"
"Burkina Faso","Turkish Airlines","Turkey","Burkina Faso: Thomas Sankara International Airport Ouagadougou (OUA)"
"Cambodia","Turkish Airlines","Turkey","Cambodia: Phnom Penh International Airport (PNH)"
"Cameroon","Turkish Airlines","Turkey","Cameroon: Douala International Airport (DLA)"
"Canada","Turkish Airlines","Turkey","Canada: Toronto Pearson International Airport (YYZ)"
"Chad","Turkish Airlines","Turkey","Chad: N'Djamena International Airport (NDJ)"
"Chile","Turkish Airlines","Turkey","Chile: Arturo Merino Benítez International Airport (SCL)"
